220;568;484;452;57;40;50;962;910;1017;98;320;465;1021;135;988;257;770;246;567;506;340;767;262;164;59;446;252;134;198;143;188
572;188;73;228;991;340;93;360;140;1009;236;864;784;29;448;30;114;990;769;880;95;186;122;1015;324;526;152;576;996;216;1;240
8;122;287;771;137;239;112;780;188;552;478;63;279;220;312;472;449;90;222;318;225;297;146;580;434;97;48;568;324;257;231;260
519;47;42;265;408;446;462;121;189;1012;94;760;58;80;16;48;129;736;222;192;1023;12;51;568;518;79;509;465;993;372;29;246
90;993;540;271;52;482;37;898;248;116;635;385;82;868;600;55;78;142;882;297;509;1020;191;321;988;284;0;153;59;34;217;192
568;105;892;420;508;66;446;464;592;772;24;976;108;384;59;131;198;260;81;231;888;279;1020;58;816;104;1000;34;500;577;432;504
635;288;7;546;976;273;4;508;122;55;51;529;440;240;16;145;144;132;110;80;509;135;330;390;924;319;372;768;268;960;520;904
288;840;20;232;257;158;515;194;1008;962;455;195;390;186;505;160;108;13;124;116;889;514;561;184;256;944;574;142;624;897;188;1000
46;51;74;528;127;976;96;222;325;134;37;771;165;49;290;228;455;390;882;958;217;22;336;496;59;645;396;585;632;638;522;259
272;312;478;770;381;289;506;155;455;276;447;1000;124;321;93;138;66;34;1019;578;239;152;336;542;198;161;508;516;387;188;70;928
600;25;137;159;1022;320;792;924;465;488;92;316;280;864;35;98;577;704;904;244;192;5;224;680;720;268;300;771;69;240;130;279
217;56;239;204;526;636;644;228;216;224;892;639;40;832;527;140;592;123;368;186;191;912;522;864;96;69;645;930;142;784;118;506
251;360;125;136;85;672;756;12;265;961;216;575;271;268;160;231;119;1014;928;478;153;63;958;962;37;516;38;325;432;532;641;994
128;97;273;896;69;376;386;578;100;465;124;276;568;996;65;502;111;636;984;930;994;38;396;585;450;561;464;74;319;912;41;133
645;548;720;530;306;494;192;96;79;574;864;274;988;296;1019;520;904;372;672;800;6;119;59;130;990;184;231;124;776;138;1007;170
20;529;195;95;1021;515;522;82;153;784;910;268;274;760;11;322;352;297;446;79;176;47;994;383;250;120;113;380;55;26;279;964
656;193;61;455;632;161;55;46;380;900;514;1004;580;840;924;116;479;108;575;255;396;639;484;638;440;635;504;449;509;961;528;198
66;143;75;1007;188;84;93;49;594;392;762;376;39;255;976;16;254;164;111;41;273;352;239;956;494;36;223;387;992;372;208;306
930;180;376;150;195;1021;123;2;584;75;546;249;416;80;126;188;956;868;832;1012;464;247;448;945;220;240;145;170;110;1009;1023;904
680;990;210;462;152;518;276;440;880;444;102;266;325;54;756;165;1017;1;84;250;85;512;232;220;540;984;484;254;864;125;231;376
12;3;108;882;257;26;336;984;59;580;300;1020;964;1023;944;1009;720;24;34;383;258;78;744;144;135;456;304;29;186;968;380;952
98;176;546;50;242;994;880;3;959;958;55;521;526;52;479;152;188;161;392;903;768;121;544;774;54;816;241;290;340;672;561;904
90;945;990;448;26;508;287;97;220;84;545;273;558;165;930;292;196;271;509;186;231;116;542;248;594;903;888;441;5;204;996;572
100;560;254;20;448;1018;47;27;93;76;624;306;636;96;290;1009;880;286;97;578;210;771;28;24;273;35;21;381;488;123;124;164
1022;29;448;898;97;272;37;228;191;420;170;56;84;195;895;98;520;46;113;11;22;241;102;760;1000;889;180;273;288;6;432;924
960;59;578;930;192;944;143;57;800;248;62;383;756;1009;479;975;297;448;80;259;97;158;639;1007;898;118;488;536;217;720;624;352
136;567;526;512;465;752;480;255;388;897;31;94;21;956;497;69;476;482;253;704;46;450;930;37;574;222;1015;82;48;316;180;764
387;286;90;508;898;672;816;479;30;910;23;222;520;639;975;532;46;33;767;26;912;51;484;476;336;71;644;15;79;388;42;536
259;889;253;35;720;492;186;560;316;74;1012;95;897;284;578;164;1020;558;324;744;7;161;193;511;760;20;1019;48;895;816;228;76
752;762;385;744;266;241;476;497;544;265;5;204;15;155;1016;352;131;195;108;10;928;128;129;894;529;988;47;492;290;496;315;1
289;239;704;959;392;60;330;767;756;93;545;97;449;772;116;148;238;450;388;720;62;1008;136;988;769;896;336;768;153;21;992;903
198;635;259;768;996;496;503;500;1006;516;880;284;416;895;770;515;455;644;72;110;2;704;55;580;44;246;903;504;242;680;894;1023
85;898;472;912;110;767;522;768;280;832;240;19;336;94;1012;383;226;352;456;220;500;42;292;514;99;126;568;612;585;72;542;639
11;34;160;522;222;444;198;542;231;248;67;385;372;464;6;388;316;98;889;128;519;5;641;756;800;479;31;133;216;127;882;660
74;105;1010;774;265;903;482;612;642;82;259;449;408;236;503;15;251;67;9;340;1007;186;321;194;495;764;864;944;168;964;440;69
381;7;513;644;515;13;156;133;297;3;482;57;76;832;552;9;792;236;465;73;279;242;47;744;62;352;27;259;524;420;75;180
964;447;592;130;268;69;287;624;496;297;594;767;996;192;108;792;2;1004;231;276;1;208;232;131;81;880;27;1021;968;376;961;35
296;51;85;388;24;260;45;992;520;35;1010;767;387;273;133;137;116;507;23;208;336;1008;521;928;392;37;266;527;482;462;97;241
15;127;503;600;279;143;110;224;816;152;578;650;69;198;1016;478;372;12;195;112;131;502;450;889;61;36;118;122;324;130;123;266
594;192;286;108;284;145;959;452;94;736;320;650;274;961;540;42;16;75;680;325;60;480;396;494;27;25;13;765;505;71;504;33
263;888;386;26;126;3;260;624;1;962;516;510;372;238;99;612;96;526;744;5;392;136;958;635;561;762;390;585;388;47;1015;52
11;273;578;232;484;71;384;304;636;446;952;41;192;217;68;135;222;20;96;1012;253;638;268;382;108;448;247;385;95;540;330;584
572;146;248;996;961;771;624;568;19;236;271;704;577;84;97;372;6;158;286;118;924;35;288;968;14;4;131;132;217;54;168;85
516;465;150;56;1022;780;996;242;1008;532;24;257;1;73;49;223;388;189;568;526;552;895;944;1004;519;258;768;39;200;515;271;222
73;1004;246;297;449;656;36;310;186;546;12;639;252;155;108;318;2;910;495;912;381;505;1012;92;892;5;904;156;776;472;514;510
1019;455;265;378;79;494;247;98;41;33;484;432;511;476;111;585;296;26;576;286;648;968;144;889;1014;105;196;650;68;62;509;903
962;188;36;515;266;660;30;441;645;592;8;189;680;484;958;148;774;640;868;900;444;503;991;238;140;126;642;517;521;99;26;576
262;62;64;376;644;380;150;253;456;498;274;176;19;640;494;210;85;944;188;780;961;22;238;816;945;59;910;110;488;321;14;530
76;772;130;248;65;144;529;624;258;513;129;456;372;134;388;903;47;988;11;575;544;514;125;892;274;1006;225;250;320;864;584;642
18;959;816;42;66;168;390;892;575;290;55;271;540;780;408;120;507;242;585;312;1019;80;85;58;1016;22;93;1018;510;594;204;478
58;672;73;31;1020;33;536;135;636;767;254;376;968;18;897;231;896;165;580;15;521;132;96;160;764;462;150;455;48;41;495;70
567;123;220;6;420;575;386;226;200;544;816;56;23;263;576;321;45;543;992;225;306;744;572;250;1021;224;99;769;380;68;1012;42
108;268;48;380;288;134;119;650;1;324;56;224;161;155;1006;64;265;529;456;17;76;620;57;40;38;47;482;150;189;462;136;292
48;381;0;210;526;888;558;99;33;552;608;496;1009;384;118;259;592;962;268;498;784;976;455;223;158;36;352;528;898;231;448;264
276;318;72;284;67;137;577;240;540;382;164;392;530;645;266;376;12;928;900;61;208;145;464;509;262;513;894;324;612;449;704;527
138;168;263;656;768;642;479;961;97;121;34;13;5;192;924;273;180;164;506;330;764;244;324;524;158;632;61;1020;504;108;505;560
644;560;38;28;994;200;832;65;1017;290;125;1015;4;642;148;546;260;1000;68;79;304;204;249;133;248;210;624;984;552;964;255;522
894;630;286;408;528;765;720;58;75;392;991;968;330;120;360;144;44;19;51;792;217;268;280;840;584;440;94;912;38;260;57;68
494;304;247;632;515;492;37;900;51;382;153;54;208;190;3;216;98;383;146;764;31;200;518;558;273;352;768;456;336;488;55;122
134;27;247;132;40;192;161;519;59;204;150;300;508;500;784;497;155;80;984;620;400;504;502;1023;441;480;253;888;776;292;1021;517
660;321;508;720;240;515;88;498;286;542;250;23;162;580;956;47;60;600;274;25;500;988;38;41;28;360;962;3;40;504;70;449
1008;543;55;306;498;16;276;408;258;360;644;572;268;135;381;546;304;567;247;73;280;223;95;1007;638;864;482;956;123;250;28;192
960;585;1007;990;76;456;194;630;462;17;484;524;9;31;69;236;330;752;928;92;656;956;153;440;288;96;760;521;306;138;265;540
641;88;432;19;574;93;271;512;482;23;476;300;672;217;254;1023;580;318;1020;964;530;832;27;578;268;1014;231;546;82;840;252;514
572;249;952;816;66;515;904;158;75;34;193;223;121;630;772;159;1004;991;632;93;22;76;895;17;988;484;512;928;3;79;635;496
32;304;888;1018;60;585;226;40;150;542;771;155;456;960;392;7;780;144;984;638;99;25;129;630;868;319;928;195;462;88;241;3
548;32;161;159;904;289;528;516;196;639;111;315;244;1012;542;984;66;162;259;352;612;752;262;408;12;95;279;2;644;271;25;72
1016;208;864;515;641;465;765;162;290;50;507;14;69;129;498;262;263;32;644;420;880;119;1010;56;45;121;315;528;956;284;188;1018
249;161;976;297;129;196;84;352;306;388;961;446;262;126;159;296;612;76;7;520;98;38;360;390;128;220;244;635;1017;162;110;585
23;340;52;257;119;558;546;238;289;447;32;400;263;184;642;994;40;645;528;10;232;378;110;188;770;297;1007;542;322;271;952;226
895;170;136;268;248;505;639;97;13;381;3;372;23;16;930;161;324;592;462;560;158;388;704;39;1022;638;60;577;121;1;774;768
372;210;434;882;572;162;190;507;6;506;368;912;312;132;189;279;567;153;5;991;897;102;192;129;42;416;545;260;76;352;968;990
250;507;776;448;576;352;784;99;280;639;505;262;62;816;580;225;88;513;85;18;94;521;315;756;1015;1008;506;993;772;760;143;968
320;84;434;930;225;142;60;130;546;262;376;770;88;85;5;279;388;578;69;1004;510;520;100;482;894;13;1016;992;97;864;924;441
262;36;521;1017;325;519;248;527;500;832;263;482;440;296;158;576;38;45;98;765;384;612;1007;898;478;140;0;3;82;640;131;420
