244;46;250;40;0;75;51;108;251;97;120;176;164;198;226;242
15;49;11;68;10;133;93;121;56;41;208;98;122;226;162;1
112;161;255;244;81;254;74;79;44;92;180;57;100;142;143;9
200;196;246;156;16;250;143;162;118;33;49;111;44;27;7;144
184;71;81;114;63;36;254;35;189;51;5;224;44;45;131;132
204;236;78;180;248;114;191;70;255;160;194;148;244;15;90;60
25;65;18;208;9;20;19;47;93;79;41;129;49;22;143;186
225;88;12;5;123;17;242;112;140;64;26;29;78;74;57;20
41;236;251;47;93;198;136;168;241;204;8;145;35;248;92;54
239;76;189;217;99;85;93;225;153;236;61;92;176;105;180;144
45;46;126;13;76;113;142;88;255;40;133;24;38;3;238;12
176;2;1;26;49;94;20;164;255;133;223;242;114;132;72;190
140;254;82;249;39;113;210;204;19;78;124;33;71;69;231;76
198;46;93;85;192;210;65;47;32;204;248;54;10;57;244;90
196;190;59;110;114;150;164;128;31;192;47;160;3;133;184;155
130;186;32;251;74;22;255;39;48;200;210;204;224;112;140;47
82;24;102;81;193;68;148;145;92;127;34;123;162;190;244;74
80;196;45;11;20;75;70;158;37;47;6;95;32;41;168;153
131;155;186;123;132;26;12;52;164;11;61;224;162;102;255;2
184;14;95;31;127;170;6;78;38;84;226;15;118;61;210;55
22;111;153;224;37;142;74;223;110;72;145;100;52;216;144;118
252;168;250;76;73;140;55;220;254;123;65;32;27;15;190;156
28;143;210;118;97;124;42;90;1;37;5;142;10;152;40;135
137;18;161;73;3;155;29;75;42;164;80;239;128;110;225;12
44;216;127;39;79;184;142;194;156;110;152;93;6;240;50;113
17;158;16;159;15;113;119;70;99;45;61;23;135;220;28;10
143;4;35;162;204;232;131;93;120;122;253;34;119;27;50;7
138;210;84;15;24;198;186;152;217;13;113;74;49;131;190;143
71;84;204;150;153;168;74;121;116;190;118;34;184;63;80;95
38;68;228;21;204;223;24;240;225;100;250;27;12;241;90;62
231;223;2;131;186;168;144;26;61;92;57;52;95;12;112;30
170;28;7;118;143;220;68;76;23;146;74;85;38;180;112;134
33;135;42;125;188;61;92;64;165;158;98;44;129;79;184;76
165;216;122;144;152;222;80;99;74;111;48;252;76;85;226;142
108;15;76;10;226;97;120;152;67;37;74;131;123;247;6;189
122;88;118;195;69;120;48;248;144;50;152;131;84;38;31;136
19;248;23;100;190;24;14;236;18;47;122;222;126;64;1;108
164;200;60;126;118;62;217;34;113;54;79;188;30;16;114;39
170;96;33;22;135;137;9;76;32;255;84;108;55;236;188;247
18;240;0;73;123;34;188;59;146;162;51;63;200;26;236;217
54;138;56;35;17;126;95;137;110;176;19;67;34;164;152;238
153;254;113;190;253;137;63;192;143;223;236;189;184;60;158;159
57;161;113;50;130;8;155;82;159;170;125;93;152;7;63;164
72;3;252;82;78;110;23;125;228;37;84;20;68;127;145;76
132;69;148;25;9;54;68;14;18;116;112;3;228;30;57;5
62;155;48;19;224;194;52;73;217;39;168;76;44;180;232;255
11;26;248;153;118;1;222;210;15;138;36;116;2;37;0;10
17;195;24;200;113;242;118;180;126;137;9;69;246;40;196;134
253;96;35;251;231;3;20;66;195;93;216;7;135;196;54;62
251;244;161;56;192;108;46;51;231;198;124;28;126;70;118;36
246;100;130;188;20;153;74;64;1;71;50;8;247;119;4;26
108;121;79;130;240;136;57;186;143;251;40;255;30;67;195;132
204;232;208;192;20;164;56;13;24;9;84;38;146;200;2;251
188;150;190;36;52;249;56;94;73;64;122;46;186;152;112;165
153;170;82;96;190;9;250;6;133;241;156;162;176;137;74;10
31;34;85;241;184;37;132;120;69;35;143;118;98;222;168;38
81;145;28;12;239;162;119;52;135;71;180;137;31;17;110;131
78;22;30;84;111;4;255;165;155;238;152;251;61;168;79;9
6;98;41;18;228;108;23;46;16;193;246;58;67;250;253;68
127;126;94;217;254;249;144;20;46;24;36;11;3;68;132;228
71;18;102;165;194;42;26;19;153;180;108;120;111;144;35;164
118;3;112;217;82;61;33;249;184;144;116;252;148;78;159;21
127;34;29;25;148;11;76;255;49;94;226;236;159;33;192;5
226;35;2;84;133;250;36;217;17;10;73;1;180;100;193;85
210;95;250;34;226;131;127;21;137;217;65;184;192;220;248;57
112;200;193;85;196;51;35;28;40;133;216;95;190;45;186;19
204;10;17;143;122;252;133;114;192;41;8;170;20;118;148;98
88;159;114;0;123;145;253;23;46;12;39;42;210;25;11;54
