1248;289;274;498;3576;2172;72;63;2552;2050;76;462;288;576;74;1276;1888;322;2060;764;3612;93;3072;193;224;2480;3080;546;2816;240;222;2111;3040;2047;1968;465;1808;4088;766;762;226;889;600;3264;42;505;1728;2058;3838;774;3999;1023;4064;0;508;1029;121;2030;1300;484;2286;1007;79;3064;2184;4036;519;1058;928;1020;3056;524;2108;81;368;3570;1188;1041;502;1275;3855;1799;2120;592;3582;3616;1548;320;84;585;270;263;1260;868;104;4080;1552;3200;1240;1019;574;3960;440;248;510;1281;2305;54;959;3964;800;526;88;1560;249;3842;3074;930;2044;3839;2052;2322;4094;1034;1057;188;2000;1985
552;930;2592;3069;1248;1015;4016;3612;1920;1728;118;3904;67;2120;880;1533;444;136;2159;3839;2068;897;71;3824;150;488;3080;124;1537;900;1919;650;3078;70;3696;3060;2008;318;2880;594;507;222;396;3456;580;3168;131;20;4087;79;198;2018;1056;2168;2108;251;73;1540;3648;253;1;137;1021;4063;1032;116;2014;1027;3136;3;81;993;248;3600;239;1026;1007;928;521;2082;764;1006;1983;1184;46;19;4066;1039;56;988;2030;1058;612;28;645;325;226;3576;1031;328;132;268;975;2559;10;1010;383;2175;4078;3088;161;312;2078;502;104;1824;574;4094;1014;1532;3856;784;1224;2295;1122;896;526;1504
2064;2145;3078;100;119;4024;527;79;3;672;576;769;1038;248;4056;1270;3872;2624;784;1279;1034;159;2368;71;446;956;22;988;1360;198;138;2320;632;3952;226;2034;128;1092;325;3906;2570;1033;1920;584;208;513;69;1276;1040;1904;1488;168;1600;2051;2128;945;1;4091;1922;3824;300;2340;3068;46;542;2048;1290;656;29;578;4089;72;1792;59;124;310;3937;1143;660;296;472;112;75;156;239;228;1936;263;1120;1344;2036;1282;127;1976;3825;85;507;889;2496;2056;129;4086;561;2880;2550;2055;1919;144;4062;193;2976;990;165;465;1156;2172;1632;2088;2244;111;352;1016;3576;2177;517;1736;4066;48
968;1888;1968;2084;1025;572;4030;387;2014;770;1281;2052;42;1936;832;1048;1032;497;280;704;128;3552;580;924;265;1071;2016;239;526;3844;484;111;1890;1488;3584;4068;192;4048;507;632;3966;904;2032;540;18;3872;1019;2034;325;3848;31;99;656;184;2172;1791;1924;672;2268;496;3528;2033;2944;3842;660;2300;216;636;1122;3900;4060;4033;4080;94;882;65;988;519;1004;462;1009;144;1824;560;994;37;2128;274;1300;2080;2065;261;290;1264;2308;1860;1015;1104;515;1950;2168;3472;286;3080;3328;386;271;28;1017;225;1087;135;2104;2376;3008;112;2816;1057;1520;110;1224;1016;3078;1031;3071;441;2640;318
3840;2558;4084;4016;4036;381;1728;292;4081;1055;774;3966;52;4065;1919;449;105;63;503;387;1028;315;3570;310;1785;4072;3456;290;1270;4076;75;536;143;455;4079;74;672;1264;1216;961;528;36;3900;4092;3200;1105;447;800;94;265;8;2116;150;502;1024;656;2088;2448;3120;3824;500;956;1150;988;518;236;585;868;576;155;4086;93;993;3048;4068;224;1080;2210;19;575;2062;450;3168;4030;2368;2306;78;2944;191;1060;284;1533;2268;164;1048;2592;1988;519;1552;184;1148;330;113;1087;161;82;2;3072;765;3328;1033;636;1632;3060;274;2192;784;898;3136;3582;526;544;1168;1799;780;1408;514;1860
1534;441;3839;543;992;3976;28;1020;2034;258;270;3200;217;1922;72;2050;756;4016;542;416;176;321;19;3088;496;3960;1808;515;55;2550;478;26;585;765;73;642;2448;2308;319;944;4032;222;2624;2144;257;1088;2063;889;2145;1860;297;1033;1950;25;95;2017;3872;22;2018;567;2142;1284;1912;440;1976;498;832;2060;3577;2172;2008;1530;752;452;1532;17;1848;1027;495;608;959;382;636;1;2944;3612;2088;30;1071;509;378;1918;67;251;2232;271;680;1004;510;2064;512;47;232;159;519;3616;1188;124;96;3937;3328;552;3060;3073;170;444;193;1034;1104;482;3855;94;255;912;1168;2296;1935;930
1039;51;3900;3640;2014;1089;2976;321;388;2568;792;996;2720;482;1504;2111;284;2160;23;4092;45;2550;3024;1018;1916;72;4031;1184;241;1796;2192;4079;3906;1278;888;3780;118;1152;2296;290;16;544;48;1168;517;85;75;639;4066;3970;1056;102;129;1031;1150;1520;2079;2039;2193;2302;3076;226;1312;2017;762;2688;2081;4064;36;641;225;1143;2432;198;55;1029;360;1953;2322;1028;3598;2020;2576;1000;3832;2600;222;2049;68;297;300;552;4080;110;34;498;4082;131;108;3810;49;575;3966;772;18;247;577;3648;40;1888;1532;481;320;510;3068;930;4076;529;386;94;1148;816;2046;260;30;766;1548;3040
903;270;1992;1953;102;1912;3825;132;12;2576;41;85;2550;3456;96;2041;3552;220;3588;526;1288;94;506;198;635;2033;61;568;10;176;519;2076;3577;640;3200;511;1072;3024;190;1144;1;2014;456;232;76;1512;484;2322;372;3068;968;2144;434;1033;1537;2066;1064;975;3072;2110;145;462;2560;289;1312;81;27;2816;274;3060;944;252;2024;148;762;991;128;1976;4065;1152;945;672;898;1052;1728;3074;1200;118;25;496;1042;1793;769;33;2096;110;1006;1792;127;1004;2313;868;3855;644;432;273;1952;2303;767;136;1285;1032;304;225;3612;238;494;2177;28;2039;660;1048;636;1022;1290;264;3844;3071
620;5;1120;1440;249;41;4063;2051;95;1026;156;104;892;352;3600;540;1290;494;644;45;1034;4000;1023;2046;3824;545;1984;3096;2108;4032;1920;514;996;2080;660;561;1788;519;1060;4062;1524;1084;1224;135;195;904;1520;2570;137;383;360;480;1632;111;319;2017;1007;1038;2049;4072;1584;4033;1272;520;1052;1764;3870;895;506;2496;3582;2480;315;1504;387;1544;29;56;680;40;2048;60;134;25;645;760;1080;112;1041;4031;2033;2816;2336;1560;1170;232;1032;720;9;2052;63;252;3976;3967;3328;1935;3520;464;241;186;2177;148;130;3825;497;452;1890;320;146;762;903;6;3264;975;324;1950;2296;1015
1919;504;248;4062;456;2030;330;2528;532;224;161;93;82;184;2145;3104;776;2120;271;381;910;894;520;1924;1440;1161;1006;2159;1664;29;3976;3008;1120;2576;3776;620;497;636;536;1820;279;2116;558;252;284;306;226;2562;1052;1534;2559;2568;580;1360;160;129;1057;2110;1264;3585;61;502;9;59;2082;656;1019;382;257;2184;162;509;261;924;1920;239;1280;232;1028;99;122;2054;100;2052;95;930;85;990;318;1136;3582;4016;1680;1988;69;2076;1040;2068;462;38;1278;1285;1014;975;2177;75;4;648;1520;1472;766;3970;408;2640;2300;545;478;1824;1532;216;993;4072;296;3839;39;153;34;770
456;165;1012;1216;585;612;3968;62;18;1014;524;1034;752;952;4092;378;552;21;3072;1824;2272;1105;161;70;322;3640;1017;2540;498;12;316;31;992;29;244;176;4032;204;640;1584;518;1042;4024;130;2313;17;148;509;2340;121;196;160;1240;312;1054;1028;4094;142;180;1156;118;2312;2175;502;193;1778;2058;1038;1022;13;1538;771;2640;273;352;1924;1134;3906;3720;1918;383;472;1936;1019;2064;2082;3964;3040;1808;376;2049;756;1533;321;2320;897;75;2144;961;2041;3582;126;122;4081;2120;1276;71;492;220;239;4068;3960;2592;3570;2176;455;2055;4080;80;2066;186;386;1039;2142;765;52;2322;1905
1072;1014;3592;720;2017;2570;2079;288;265;1057;1012;2496;133;1148;680;514;1116;1086;3104;193;968;3844;903;1952;42;322;254;310;1808;1792;259;49;4062;320;529;1800;3966;975;2048;2054;3836;386;880;756;3073;632;15;3832;2244;2112;271;1552;1785;153;498;3570;2082;63;1984;3842;328;99;73;1010;1950;1036;112;287;5;3968;1260;67;660;247;1006;3568;270;2142;340;150;2032;497;4034;226;2592;104;4089;672;762;376;2565;1016;1151;492;1824;2600;656;85;9;252;1793;518;2178;3583;1890;2295;3855;2047;2084;152;110;1285;1988;2050;513;1544;2322;2528;127;2192;465;1276;1272;2340;272;2624;898;1664
2116;164;4056;3966;246;608;1143;168;288;3825;3840;4068;498;35;1015;94;3585;620;408;4066;3066;127;455;2177;3824;3841;1160;2114;3582;1016;1796;2880;1264;231;632;530;897;133;261;3588;1504;194;1276;594;265;4034;2031;4095;3848;959;720;3024;59;3969;1007;765;70;238;1784;3776;1041;2232;1224;315;39;225;1089;3068;1040;3810;1936;772;36;384;624;542;4087;263;2272;2168;479;1984;546;1919;1010;511;226;540;140;2080;648;2305;11;1290;4090;924;266;10;472;81;2295;2111;102;1528;988;612;1542;3088;2816;2;2306;222;248;1472;66;1536;994;4080;2049;2286;2078;3968;2336;18;158;220;2068;1544
575;8;1584;3966;76;3040;1820;2000;540;2177;296;3168;388;288;1152;320;2558;396;3584;2047;894;44;1680;25;1034;156;961;231;1020;24;125;2322;868;1544;4;816;321;297;1472;6;1537;2172;4064;324;2065;34;184;2057;42;1036;2120;760;2111;102;1788;447;2045;3060;164;600;61;268;1084;40;328;1248;446;143;319;2304;1019;1017;2116;56;1025;1224;360;224;286;762;1004;992;2564;10;3856;1026;1928;193;2880;1533;262;577;578;4093;2580;976;18;4030;764;528;2520;4076;3024;1344;3088;92;322;456;2340;256;1860;1116;120;47;484;3120;1042;1060;1784;2080;2528;3070;513;792;638;392;99;82
2064;1472;892;148;1088;1168;3776;1009;2144;1537;44;2057;767;57;1092;612;1584;11;898;160;385;1806;2046;3;3972;3824;231;2176;104;80;1890;328;3848;650;492;3556;2308;78;127;1016;28;2079;2043;1552;2302;378;7;3970;372;1024;46;3070;25;280;509;232;640;52;4065;574;4091;495;140;312;2112;1983;488;388;37;1200;952;1536;447;3968;2054;1344;536;3966;780;246;2104;2448;387;3960;156;446;506;159;512;56;84;2041;624;3984;40;1534;1912;239;3069;1161;4048;1015;112;1122;889;380;249;521;3040;1116;138;1860;304;769;2944;1542;1071;92;318;12;1916;2313;432;639;1928;4080;897;2174
127;165;28;223;263;145;3984;2055;12;387;840;37;624;1524;3076;1024;1056;2052;63;1089;736;4081;2144;432;300;2060;959;3904;3585;640;152;306;231;1548;247;2592;1022;1856;895;2272;137;198;1985;1017;155;81;3577;645;608;3832;3168;88;1019;3552;452;330;2017;82;1096;444;1021;1092;3064;1276;55;26;416;276;480;2480;57;1680;135;1988;225;4068;968;2056;517;52;312;262;584;160;2079;150;249;780;142;464;318;3616;1736;507;1020;61;3937;508;472;2145;45;897;7;2084;3360;1728;265;30;1785;1950;4080;3088;1044;2044;636;1791;1160;168;186;495;210;1087;1664;3080;1016;188;3072;2000
189;2036;2322;639;536;2300;508;170;644;432;2296;1086;2050;27;253;2108;143;4034;4028;1290;9;1021;48;13;19;548;223;2160;3832;4040;1776;498;465;59;155;744;895;519;52;1028;2114;3580;2268;2020;1980;1041;78;3967;274;2041;636;3872;3076;2116;318;641;360;672;511;66;1296;387;2272;4066;770;502;2496;1004;2112;386;1532;2168;2288;592;242;600;2042;2081;3576;488;765;2880;792;222;256;236;2232;2340;2145;4063;3074;3588;286;3696;268;119;75;1808;136;385;528;2034;1022;1023;3648;503;3360;70;4031;118;2049;4076;2120;2066;88;96;2064;638;34;2008;3075;10;880;3528;1539;1778;680;4036
1936;1542;325;3904;2816;32;328;1017;2046;771;1904;612;1728;130;1548;1535;2020;2072;896;2113;1785;898;2024;889;2160;122;1538;543;244;2528;3552;262;385;1528;0;440;441;279;1824;381;2047;472;2177;510;4076;2017;542;3967;232;2640;1033;1154;624;2303;3088;584;504;16;961;1808;545;138;11;832;3074;2051;2232;561;2057;2053;9;312;2174;1144;3937;930;60;114;23;1856;274;1736;2480;28;14;176;2520;180;273;2210;2555;3040;68;251;752;530;1520;540;1136;156;31;1918;66;642;2066;392;2114;10;585;1188;322;2045;2055;462;2175;4095;2550;324;246;4086;3568;656;318;3084;636;408;1170;263
231;247;2976;120;1986;3810;128;81;225;3136;1153;1560;236;1300;840;3060;249;56;1048;113;385;764;1530;1548;3870;12;492;16;1120;1000;3076;42;1890;505;3120;142;3838;958;536;287;3048;352;315;1058;497;1534;304;273;222;645;2063;2322;500;2880;272;1039;62;324;2180;1953;210;79;3836;3844;372;124;63;168;994;904;3936;50;880;1584;542;3072;1888;567;3969;408;502;530;771;176;3640;577;2000;632;3328;1760;704;1248;259;1952;3696;3552;216;132;990;3456;224;223;1009;568;526;26;1014;600;392;756;2012;1055;381;198;165;1524;508;2544;368;78;133;580;284;2268;648;296;478;528
1728;236;552;192;1032;3024;189;104;110;1796;832;1793;319;266;3070;924;223;1790;1041;145;928;142;2064;67;720;1054;1028;46;752;776;956;131;1058;1008;24;216;420;3585;2565;52;2110;3984;1953;1161;641;1024;2184;321;60;137;2050;1312;130;1168;247;155;176;69;114;304;3096;15;1260;455;3966;2208;2056;492;2580;3825;4030;2376;1664;456;3136;94;2558;1057;384;376;3528;816;318;325;1084;3075;964;3066;71;9;1344;912;3084;2024;148;1200;511;996;100;990;2111;3720;2054;2052;509;3556;3969;368;210;3810;140;2053;248;186;1928;4028;577;1022;3582;123;4080;156;4040;1027;124;3600;650;28
289;3966;444;1224;776;1408;18;1144;2174;3906;1092;2041;3592;3024;3576;262;3984;1089;217;1778;50;2210;544;189;4089;4076;312;37;3583;449;2080;2031;264;964;3472;1170;1950;1272;988;1800;2113;148;23;774;904;639;990;636;1033;2045;868;780;2062;92;2556;3648;4028;4;3048;170;529;142;240;568;3040;895;17;2944;29;1935;1924;57;514;122;4079;216;110;45;1790;3612;1017;1151;1148;524;984;193;4032;1030;2053;195;2079;1084;2720;2000;3836;161;3976;96;382;488;1472;330;123;1985;2160;1120;226;519;3832;517;2560;2558;2039;384;2175;1736;3696;956;1264;2561;3968;968;2145;396;1281;3071;2432;507
441;9;1950;496;2043;495;3841;945;2208;292;2313;1200;84;94;287;1096;3968;896;271;452;2047;450;1776;3840;507;1912;2305;1086;2065;4091;2312;513;3075;14;400;1793;33;868;38;456;3839;464;1052;2060;4031;2039;991;2080;630;592;2111;2322;544;1921;1988;993;4063;1248;3072;484;1290;648;762;1030;1976;1860;57;3900;990;624;769;2576;52;532;1952;988;144;720;512;1953;880;168;545;2044;78;3906;297;416;3078;1533;46;315;432;3088;1535;1530;13;1736;1792;2017;4036;4062;1282;2272;1285;4024;816;176;1983;1520;1026;2320;3328;2078;238;186;98;2268;50;1038;1056;80;2108;193;12;639;3040;771
286;238;1848;2128;2544;2081;1440;4024;1160;2564;4032;59;3872;1988;1089;321;2296;110;894;495;1824;4086;2568;720;4060;536;210;1224;1148;968;3528;144;72;2044;1796;97;328;217;161;120;660;272;1152;2550;2088;512;882;304;1021;143;224;262;1472;577;2976;2320;767;19;3360;656;864;956;2017;112;928;2558;3588;2312;36;2064;236;3056;3712;2054;480;253;4082;270;306;57;447;2175;152;220;2168;992;521;784;164;3832;2210;456;1278;502;38;2556;1344;508;25;1533;20;592;3576;1038;273;2116;2176;3964;1985;320;2014;158;2272;3984;4056;1912;3075;3040;1320;3568;1928;1136;2076;4088;2104;1170;225;318
1921;472;2624;1534;3960;111;272;964;1007;455;3024;1928;1520;896;1764;1312;968;2368;1542;46;2044;2055;21;3070;27;2062;3906;110;958;516;456;325;286;1281;1260;3073;134;505;4062;279;133;992;704;1504;924;1530;1004;3076;1032;2432;3976;40;3842;72;548;138;97;897;258;94;75;2208;193;1018;462;638;159;1275;492;1279;3570;1152;660;288;136;632;444;2520;3612;54;65;3060;2048;2570;904;1290;578;4068;680;1320;108;1054;2120;1144;2288;1806;2340;3808;2034;2128;240;1014;120;1072;262;2304;16;774;26;1270;1728;2688;510;66;984;1488;420;2600;448;752;52;12;322;4093;552;80;1288;100
600;2210;540;1278;368;1006;1096;3071;4032;2033;1488;382;3168;142;121;632;608;2016;188;3;924;768;636;964;2040;4090;3576;1012;134;2020;1054;4048;1320;2550;88;63;4024;1136;325;975;2054;832;25;31;138;268;312;1799;223;4095;448;28;3966;180;635;3528;456;68;39;1512;93;253;360;529;1533;296;1284;259;123;522;3972;416;1156;262;2028;11;3904;287;952;502;2031;1986;638;660;3583;195;59;2081;257;577;29;1200;3720;4064;376;2448;381;21;2177;991;1664;2050;1040;140;511;1000;2076;2096;316;49;164;92;1288;1982;455;3967;228;2944;1794;2720;648;3456;1936;46;263;145;37;52
752;122;289;1785;530;3841;515;1976;143;2024;1530;1535;1848;1520;3972;680;34;4086;312;2144;2050;1790;3966;1936;92;1156;1532;568;4062;2688;217;720;520;456;2177;3825;455;2340;383;572;770;2580;4066;1260;148;450;2552;240;260;13;1026;2302;60;500;2108;248;518;292;184;121;2112;193;4088;161;2062;3520;1032;840;1985;1533;2057;2080;2052;296;1216;3024;2076;4091;134;2300;1992;1054;125;3360;1000;4056;2232;2120;1088;507;1029;385;3968;36;8;574;198;1968;162;1552;548;1539;38;3048;2288;1281;1039;440;3648;504;3064;2033;1856;4092;1534;996;536;279;225;2046;3936;194;372;264;56;1200;1912;2313
3964;608;1504;241;2052;994;2208;340;2080;576;594;59;2308;1860;1935;944;4040;585;67;488;1764;3825;2041;3072;223;3780;104;97;3848;72;1950;1986;4066;1033;2050;3832;620;2688;352;452;1785;1296;270;912;2096;3838;1000;64;2286;1778;2600;1820;548;2053;1921;1055;3712;3999;480;968;2210;6;959;2313;1064;216;321;372;132;3075;1279;1916;762;1;3824;242;262;368;3976;121;568;888;3552;2304;386;3984;2051;2060;2302;3056;455;1919;2142;512;961;479;816;1018;3048;3972;180;898;509;279;76;1105;1520;2306;222;526;4064;1680;1992;62;248;176;1024;3060;84;2104;274;420;4028;1086;2079;82;324;1104
494;95;3824;161;578;476;170;3612;416;2066;1600;1041;488;4066;3084;543;1224;2568;2024;2550;1344;3856;3904;560;1986;1010;536;1888;2320;156;639;3096;524;1264;2368;959;976;2562;1360;1784;1060;568;503;1019;1728;3360;49;1800;2048;204;2053;2544;1030;481;991;1905;42;548;952;194;145;1021;903;528;1080;1764;287;1534;3840;1785;116;1984;2172;279;36;897;3952;3969;2592;17;3872;69;2068;306;1548;321;4024;1860;112;3600;552;66;2064;1950;540;4063;1282;1104;4068;672;190;85;2640;497;2176;88;504;228;993;78;2096;1044;3520;635;1472;2017;4072;772;1536;1988;482;3999;134;330;2160;132;2082;1096
462;158;641;1041;990;146;1820;287;279;0;642;249;372;130;261;452;4081;2558;1905;37;1920;2104;193;316;767;276;2062;2056;4078;204;111;996;290;251;494;960;1010;496;1988;1040;388;188;1532;140;512;17;262;100;70;191;3168;3456;3556;36;2031;2142;2145;961;4068;524;1007;1535;2624;2160;132;266;2565;2042;1530;60;3200;620;49;272;889;1408;2240;3068;560;446;2193;505;760;62;3056;1288;772;650;1784;1504;764;4062;449;1089;128;33;3810;1440;2078;3064;546;898;2076;3970;376;131;924;680;3008;168;328;464;1055;264;3591;1023;3616;3976;450;296;2058;1992;360;2063;1918;108;2544;635
1281;372;2400;390;420;1992;2144;188;1785;1058;1524;3836;912;321;620;193;239;127;3066;27;324;78;1539;62;4028;3906;3120;984;114;889;3696;480;4090;1919;208;1048;1224;360;124;2111;1912;2312;81;26;2065;1122;196;287;3870;492;892;3076;261;7;1680;19;4;976;561;536;408;1793;1044;3810;1922;325;638;4078;123;4060;257;1276;975;387;3968;580;3966;1985;4031;162;3832;2047;37;1290;958;2142;513;1296;3328;140;259;65;760;319;1161;148;132;645;98;3984;1983;1064;1240;276;1042;2072;600;1096;2014;2432;1788;612;584;384;1170;2038;10;464;512;1904;1188;3040;528;1090;3712;220;1664;1860
2544;250;92;14;3810;1976;4040;2496;315;910;400;636;1031;832;3528;4063;119;2145;297;2030;1034;1089;1170;3640;584;143;380;440;502;432;1537;1920;522;962;1982;3064;222;66;1530;2065;42;660;191;228;94;388;3840;2570;2210;184;635;4087;3960;136;47;4048;760;3585;984;2142;18;752;12;100;1533;4082;503;155;288;498;2062;161;3075;2047;280;903;1534;766;2322;382;960;236;640;57;50;284;4031;1000;3592;1240;2012;319;1408;99;2104;1542;3969;262;1524;188;1290;3966;129;408;241;1953;123;578;20;320;3070;9;1538;455;449;2528;2880;111;240;4080;392;516;632;816;540;464;2033;992
4084;383;1019;232;3591;1532;2880;4034;1033;3825;300;576;1026;112;3952;2558;1027;3585;19;1012;20;497;530;3136;3720;769;155;3776;3048;2111;4090;1919;2142;128;2720;2272;3168;131;239;45;304;2017;4087;1790;3960;2110;18;105;992;577;3200;2552;249;1036;3937;68;1122;544;1285;2556;3592;2312;506;3856;318;153;620;3582;2055;800;1976;2012;2193;1024;2176;224;896;1088;4088;4082;2559;2049;1260;1860;297;2051;880;156;70;1150;519;3;515;247;567;512;3976;882;1300;528;390;168;316;2033;328;635;3836;2028;532;95;514;2313;636;584;4065;84;456;2008;52;208;382;524;1184;1985;97;4036;2688;3060
241;3900;17;2042;45;577;620;2032;492;119;4086;1279;764;1039;452;3640;71;2159;2040;1928;1935;560;1064;270;3776;1790;768;1282;261;1007;284;75;260;1524;1916;1540;2030;3556;55;37;1018;584;3360;180;1888;447;2160;924;2555;480;4093;1680;2568;144;578;2084;2232;20;2174;88;328;1778;208;1040;322;3080;2;3588;273;3952;3120;3838;2081;3520;976;3712;816;304;128;3582;385;3856;656;1042;111;580;3855;146;232;2528;632;1824;3072;1285;2050;1022;784;225;672;1275;3060;126;1504;1664;1057;2049;2012;1584;217;4065;268;4081;514;4056;3200;69;767;2944;2552;396;984;546;567;542;774;1534;1028;2208
