4087;217;1530;3024;512;2555;98;4088;990;121;228;3999;520;548;1026;261;2296;231;528;2576;3937;82;1793;210;2008;1534;816;20;2556;74;127;159;3528;240;176;2244;1054;2068;1928;644;1952;194;961;48;2016;297;959;88;624;276;15;1116;2561;2017;1057;1542;1022;380;1968;135;2172;462;1018;134
1799;242;1488;110;638;26;3570;1021;448;322;128;2544;464;2078;1044;223;928;420;4088;1016;280;2160;124;1524;2047;383;888;208;496;4028;509;896;4091;392;228;2568;9;1160;3999;1528;1150;61;6;2178;165;455;27;504;153;441;760;580;3856;3612;85;3096;2159;122;3832;137;1080;897;3583;2640
2058;492;526;1785;642;4091;1284;840;478;200;680;660;494;2;2305;390;159;1276;12;3776;310;244;306;2295;2048;322;95;641;2038;3848;1890;416;976;1087;1992;608;67;123;81;767;120;340;2088;39;378;3570;762;180;85;2193;1044;2288;2432;4082;481;4048;3968;1296;1055;2624;3600;502;1004;384
59;656;516;3832;352;2288;1034;286;189;4072;2065;952;99;1039;249;1542;3576;736;193;48;136;903;1792;2054;3855;1057;400;1533;924;1950;1530;548;2036;635;484;1023;641;1296;1916;4082;2302;1033;4080;1105;2111;2041;217;93;3048;35;257;962;2296;892;2528;1017;2016;3976;261;2033;768;2048;52;1029
47;769;220;656;945;1029;208;3984;2400;24;3568;113;280;464;482;184;1488;17;232;12;864;3720;279;540;1136;988;1116;2111;1058;114;3968;3084;2116;1792;975;72;3960;2068;1600;224;4094;520;112;912;1976;61;4086;4028;792;1161;3328;780;46;265;1122;449;122;1278;1026;530;261;387;272;1092
5;14;2015;2193;1264;3640;1041;47;930;1488;3066;1785;545;1026;1057;924;880;1904;1285;25;2045;2145;1278;152;4024;2144;195;40;1344;2558;3900;440;1056;452;800;96;225;35;1036;546;131;1888;1272;27;1279;137;290;3040;3712;45;1009;3588;263;2368;99;3598;4094;760;478;276;736;864;135;1528
284;69;2555;44;134;48;434;2056;449;17;576;455;574;2016;1056;1080;2063;1540;1728;762;360;924;85;1790;1042;99;968;31;760;1928;255;262;54;3856;3870;1988;1920;3075;1170;1028;1168;3024;2048;2368;3520;2300;396;170;195;118;1004;160;495;3084;2055;648;994;321;1600;990;384;238;578;4082
2120;816;4078;635;1820;1680;287;2045;102;519;1935;680;1824;2305;1275;2048;2448;3984;1790;1008;400;1982;1664;1360;1105;1057;545;1276;392;1736;44;1921;1980;4036;2336;1060;900;529;560;385;1096;2079;548;4032;1912;1488;3616;192;372;4056;592;165;241;97;476;4060;1953;161;1088;7;2055;1012;123;1312
2232;4063;3936;3870;111;3;1728;176;3969;518;2020;251;2033;126;449;112;944;1799;1275;2306;368;1084;1986;52;444;220;1535;30;2024;131;153;639;2112;3520;774;1057;1004;319;22;988;32;1980;3825;446;2562;1072;416;68;122;640;123;4030;2175;440;1982;1022;19;2816;29;3583;1104;90;244;2058
584;1040;2096;4066;2114;4078;3577;23;465;1785;262;1888;380;2057;4040;3060;3696;111;1532;952;889;2080;1528;3074;1027;2050;1036;452;958;1279;516;882;1270;250;526;767;3906;3556;1017;1680;276;1056;2496;928;508;5;287;1136;242;58;162;228;52;1016;632;455;26;22;2556;1530;93;4048;1905;126
2024;3872;1105;3585;1034;526;2047;40;4;462;1808;3648;1224;73;1532;4088;3078;1116;3056;1540;84;148;1533;2058;1924;155;880;1778;1104;32;1248;1021;292;1151;4079;97;47;1086;1888;1006;518;1088;1278;1028;3577;2540;635;1281;520;195;2057;1890;16;248;1985;4068;1535;3528;79;3556;2068;4066;21;3836
3586;1784;420;2528;3648;3066;3075;270;2600;645;330;762;2084;165;112;4030;543;247;441;1006;3064;984;2240;96;1088;0;76;10;2688;960;400;1928;924;509;1027;1793;512;568;446;990;1152;524;300;961;900;1680;34;4031;1264;306;3070;1537;1983;2034;897;3200;2976;1808;2053;4063;1188;3640;1539;1935
2038;1512;38;376;991;576;1154;292;1039;121;33;84;612;242;2142;780;630;680;204;92;3586;1796;4087;574;3096;52;2544;36;434;1044;1006;1296;150;2336;4092;1785;4060;1000;3900;79;2944;4086;1010;640;527;1134;4048;3556;2624;516;2079;18;196;246;3598;250;1285;3120;1090;259;2559;76;176;136
1279;1848;3906;992;400;3056;903;4066;1054;152;449;316;51;3712;2448;3075;752;306;2048;576;3120;756;320;1533;1092;495;2555;1285;14;1216;1296;29;736;568;3060;272;1272;760;3841;330;3612;2062;1982;79;1919;4088;503;990;4016;2564;1820;480;2030;82;3066;1537;1020;2084;1044;536;1087;956;92;2320
253;4024;1530;5;504;136;2176;25;222;3969;578;2128;2562;1968;2558;19;9;1799;2232;240;3906;1224;612;2340;21;3960;7;1548;3556;239;3855;3568;276;288;580;1985;975;1928;247;69;1168;756;1544;3084;262;3040;116;1560;4090;208;2552;1820;2082;129;54;2114;640;383;516;3856;444;1288;472;764
111;1778;195;1025;944;968;63;210;2272;580;3080;217;13;552;1032;592;2976;3969;4088;1916;2082;1060;1524;3696;480;1280;2110;144;4080;340;23;1300;514;4090;2052;2565;3071;93;2295;1488;2286;4024;189;2045;2064;840;630;2624;2084;576;1600;584;4093;2240;1791;1036;930;380;771;572;2210;1143;964;500
3136;118;318;2559;1152;1488;1928;328;4031;1984;578;4091;360;2056;238;642;3064;2288;1785;204;1919;2072;1248;517;79;272;3937;73;3040;1272;635;612;4028;568;434;263;1188;1034;444;472;1824;2044;59;3968;1921;584;266;74;170;84;481;720;22;2052;1848;97;10;156;3904;2012;1072;3200;2078;640
2049;3580;1080;1520;114;800;574;480;3068;762;320;504;497;896;2145;432;2036;3584;4082;2816;644;3582;198;520;4066;59;990;522;33;1988;1512;260;3780;382;3472;92;296;388;988;1010;2559;446;4032;960;1018;3592;136;888;2480;1134;3576;164;4090;3200;584;1154;3074;780;993;238;2031;1116;889;3071
2564;1006;256;392;2296;156;268;577;3060;4063;61;960;330;1153;2448;135;142;543;1848;1916;320;3076;23;3075;385;3104;248;3825;578;2560;2496;1860;2159;372;266;3870;1788;641;1535;840;1136;584;2313;1270;2024;378;3952;2066;1033;2072;286;2322;882;140;3856;1408;900;2688;1300;4060;3584;1799;4088;296
1064;186;2640;284;519;252;256;2064;2177;4091;3;2120;1790;2114;2066;3068;58;2082;1042;336;449;3600;73;1664;1488;1278;14;1905;1008;434;774;195;2880;416;2014;3588;146;1058;2065;1935;4036;2624;144;1275;510;279;380;129;641;1168;2018;1080;268;84;2078;2055;2042;736;1017;2303;2017;762;152;4080
274;2544;572;1161;962;548;44;85;2562;129;3040;1056;1105;40;110;382;340;644;527;1279;273;3080;2048;575;1808;532;416;372;2559;895;1116;2043;608;260;910;496;522;449;1;352;2113;1028;14;76;3640;30;889;1776;36;1027;220;1260;580;270;318;262;3084;1009;766;994;118;4088;2306;4
51;124;767;770;125;121;504;2576;521;4031;868;1012;3964;1408;165;1952;3080;2552;3855;1153;2544;3960;2051;1057;3825;560;3583;145;2062;280;1793;2160;7;1008;80;2295;3078;2046;784;1;2208;383;2066;639;261;576;780;252;1533;260;765;1296;108;1116;34;1791;1032;264;153;3900;3200;2568;513;1264
2160;396;440;1027;2108;2178;560;2304;2308;552;1156;650;144;108;256;1928;1992;2303;465;74;4028;47;656;80;2096;2072;41;575;2082;4078;92;4056;306;27;146;1188;447;898;2081;3616;4031;2056;3040;1282;1034;131;304;22;1184;1288;2550;792;1532;576;2448;38;244;3836;816;3074;638;3582;128;760
1016;2174;34;1535;196;2528;193;360;3074;3472;1270;584;594;386;252;73;3586;1161;135;519;68;1504;4082;2336;1528;4081;903;548;766;300;2580;975;231;3712;1278;1922;1080;61;292;3904;2017;3588;55;65;1800;1025;3844;128;289;580;2058;319;200;1;522;432;4065;465;3720;568;4036;3937;3598;1983
3576;1030;4082;189;2624;93;164;1148;574;2096;1924;18;513;1312;1104;792;612;2048;64;2944;2078;1935;928;784;1922;594;420;2057;11;3570;3360;241;4065;2193;1036;200;3591;2720;2028;1988;543;765;4024;3200;800;319;158;1008;3008;3838;2592;910;4079;306;444;37;111;1116;2556;1018;9;261;392;82
1151;2168;164;9;612;258;476;322;2176;456;249;2;49;432;2113;189;2540;256;1022;184;2550;3855;1918;1535;2015;2160;144;2084;752;572;253;2047;3008;262;81;2065;13;4036;3;1036;1260;3582;0;1270;2048;3088;3520;1533;1985;545;2008;112;1544;767;376;152;1538;2042;120;1282;440;62;510;888
996;784;264;2322;196;20;146;1764;894;2555;186;1794;993;1985;396;1890;504;2192;4086;2046;70;2160;889;132;192;54;770;88;284;2168;33;2052;1953;961;2562;3582;3583;2268;2076;1905;1272;3472;3577;208;648;18;6;1281;47;38;1021;122;3872;768;244;130;4089;242;1224;336;1528;408;2066;2550
2368;4032;8;2944;145;500;3069;1161;1472;4030;976;318;15;1084;287;60;2240;2159;380;210;114;2180;1092;624;4091;4082;1537;26;1272;2076;21;24;196;9;3872;1044;964;502;4076;95;274;3844;2028;2570;257;6;2043;1728;2232;2042;42;527;55;504;1344;1089;2562;112;484;1920;888;513;968;1796
