507;85;144;194;576;952;756;231;444;112;280;135;113;330;143;38
368;1009;38;16;924;545;279;546;47;448;125;255;194;67;155;260
14;306;34;0;895;250;232;960;498;765;222;480;386;210;576;641
102;952;99;180;560;188;244;315;14;889;8;61;124;484;561;644
904;193;420;988;1016;546;222;127;23;13;889;944;494;482;516;520
22;8;128;289;19;223;624;52;81;64;272;816;111;447;372;660
72;767;24;2;37;561;630;47;1010;1015;640;254;386;168;508;195
132;194;94;680;1010;479;128;465;263;224;78;13;54;10;441;252
324;161;996;382;252;296;641;222;528;7;492;509;146;72;16;148
75;961;816;170;447;162;1009;290;246;642;189;66;236;962;472;82
124;58;256;232;864;42;632;250;996;360;910;1019;894;272;29;224
930;18;1018;75;176;520;736;150;766;241;270;576;29;771;630;138
484;540;97;30;952;287;250;100;378;455;34;576;318;594;155;386
137;976;476;217;496;560;45;116;52;67;161;290;126;516;660;868
543;251;530;13;352;898;996;18;520;232;143;584;630;400;72;903
993;502;121;232;292;456;506;84;960;297;123;145;104;500;552;638
71;19;63;635;585;76;1006;26;632;10;70;58;20;528;21;144
612;78;1;560;276;74;134;388;390;480;497;580;455;529;40;776
384;319;273;897;387;5;150;159;620;111;526;771;400;513;64;462
55;387;150;956;640;416;104;381;266;200;21;84;585;140;216;420
328;546;133;497;5;472;517;4;33;1020;608;239;340;66;70;65
29;66;194;130;552;632;776;904;522;481;136;1008;94;97;288;65
889;52;315;164;964;612;608;680;944;408;28;388;945;447;150;5
552;496;478;259;529;290;572;10;148;497;296;518;578;768;408;48
816;121;140;494;330;385;484;28;568;10;57;242;260;488;641;180
96;135;744;1020;632;360;62;105;142;388;996;645;140;432;930;9
720;532;962;22;1015;584;484;92;462;752;124;478;504;310;568;620
79;27;42;74;368;517;945;310;532;888;378;656;376;10;108;774
310;1019;210;46;75;59;90;368;21;160;161;223;575;994;1012;114
324;390;784;481;396;1016;228;270;0;479;503;897;121;247;449;1021
23;512;9;895;962;904;520;503;1000;98;495;54;135;228;386;321
993;521;495;95;81;4;1023;482;36;73;34;594;530;90;30;517
962;176;29;124;800;225;498;119;188;572;12;952;376;224;150;62
60;880;386;129;288;21;770;526;14;766;159;258;530;894;720;639
131;261;290;769;800;176;63;228;193;961;61;223;816;49;71;792
168;4;146;226;383;69;840;894;896;24;704;832;396;560;113;544
630;529;6;74;752;383;31;455;232;236;376;756;60;507;306;9
592;220;632;340;506;889;479;509;98;1010;152;253;472;130;122;991
132;37;572;638;279;30;577;145;512;320;68;530;888;284;336;540
4;242;958;1;1015;384;94;312;416;162;752;494;268;196;1016;90
1007;300;145;121;59;536;73;85;208;3;75;959;17;249;271;4
148;532;123;63;776;880;36;567;168;170;784;1006;40;198;156;910
72;45;210;376;134;224;81;0;568;79;14;319;191;315;624;543
10;360;642;387;20;660;548;455;744;544;186;99;882;45;336;494
620;511;162;204;200;580;52;441;640;129;232;4;51;134;45;35
242;56;882;143;956;880;85;1023;79;352;962;59;95;964;959;290
33;542;216;210;26;959;250;482;545;155;217;764;200;156;280;560
231;1019;387;964;74;994;39;75;13;189;195;452;17;636;962;528
882;310;636;704;135;545;478;888;80;456;51;910;764;312;257;38
59;312;494;515;266;113;292;771;961;135;69;82;388;479;507;108
