17;6;29;26;1;4;28;10;14;15;23;18;2;30;16;19
15;4;20;29;19;16;1;26;9;24;6;30;27;2;13;22
4;29;26;17;22;11;7;23;18;25;14;12;5;16;6;24
14;1;7;6;24;30;23;2;4;27;21;28;16;31;11;17
8;10;23;30;9;14;12;0;18;2;28;31;22;26;19;6
10;31;7;15;11;12;16;23;29;6;9;17;21;8;25;22
13;17;22;31;8;21;15;14;6;10;26;25;23;12;27;0
28;5;10;3;19;9;0;31;26;16;24;23;17;27;20;22
16;7;20;25;3;4;9;27;14;29;12;6;21;24;23;1
6;19;26;1;9;29;10;0;11;23;7;13;8;15;17;4
7;9;12;5;28;4;25;15;11;19;20;16;22;27;6;13
2;28;12;15;27;4;1;30;26;9;7;23;22;16;11;0
1;0;20;15;11;26;7;9;22;24;29;2;28;8;16;10
17;29;28;14;25;24;4;22;16;26;6;12;1;19;10;0
25;8;5;9;12;24;10;20;28;14;27;21;31;22;1;16
1;29;22;13;27;8;19;31;0;5;9;10;4;2;23;28
13;4;14;1;19;20;6;10;23;30;7;2;18;12;11;21
11;26;6;20;30;1;2;24;25;9;28;3;23;31;22;29
26;28;24;11;21;27;5;19;23;12;18;20;22;1;29;8
27;19;18;30;31;7;24;10;21;11;22;13;9;3;12;16
5;9;11;23;30;17;21;6;26;3;25;29;28;1;2;0
16;19;10;11;26;6;0;25;3;15;2;22;7;20;23;27
22;13;0;14;20;10;28;26;15;18;16;27;12;19;9;7
22;19;0;17;10;13;15;9;21;6;2;18;28;8;23;11
20;25;18;27;29;12;0;23;14;4;15;11;8;1;26;16
13;22;3;14;15;29;11;9;23;7;24;20;27;8;26;12
1;14;4;17;12;15;11;6;2;24;7;9;21;22;18;13
10;20;14;4;25;19;21;31;28;6;7;24;5;17;13;8
17;11;4;5;22;3;8;31;18;1;14;21;10;7;16;26
10;29;13;2;22;8;18;12;23;21;7;0;9;1;14;4
9;24;7;29;3;31;25;10;30;27;17;26;21;18;15;6
4;8;1;18;28;7;6;16;25;17;20;15;27;24;29;26
29;7;13;2;15;24;20;0;3;5;8;9;16;25;26;27
23;17;27;7;4;1;18;14;21;10;16;26;3;19;6;5
